id,score
0,-0.0015273478
1,0.00010923518
2,-0.0012363092
3,0.00017973017
4,2.0010717
5,36.00201
6,0.00051164586
7,36.002674
8,-0.0011845335
9,0.000529894
10,0.0004642366
11,31.001581
12,36.001537
13,1.0005974
14,8.384975e-05
15,0.00043342877
16,-0.0009982447
17,36.002056
18,0.0001613524
19,0.00047629644
20,36.00246
21,0.00025425214
22,0.00019934979
23,0.0003357055
24,29.001732
25,0.0002281456
26,9.713918e-05
27,-0.000988918
28,36.002033
29,0.0011181255
30,0.00014547376
31,12.001129
32,36.003574
33,0.00030098495
34,29.001518
35,36.001766
36,0.00040638045
37,-0.00096246845
38,0.000116539726
39,36.00201
40,9.0011835
41,0.0007676103
42,0.00032887535
43,34.00164
44,36.00198
45,0.0008172567
46,-0.0009662913
47,1.001135
48,0.00011403093
49,0.0001613524
50,0.000979832
51,0.0009288555
52,0.00076501654
53,36.00214
54,20.001278
55,0.0011454392
56,0.00022583254
57,6.001161
58,0.00058100116
59,0.00029299268
60,0.0005577022
61,0.00012060453
62,0.00042253503
63,0.0001613524
64,9.94468e-05
65,0.00031835993
66,7.001056
67,7.001039
68,9.486142e-05
69,0.00024528668
70,0.0001613524
71,0.0005585587
72,0.00035722883
73,-0.0013383646
74,1.0005438
75,0.000112093716
76,0.0001613524
77,0.00076551904
78,36.00318
79,36.002525
80,0.00013125548
81,-0.001260998
82,-0.00086294004
83,0.00034885682
84,0.00051348825
85,0.00017701204
86,0.0001613524
87,0.0005988036
88,0.00075886725
89,36.00256
90,0.0006161646
91,0.00093385205
92,-0.0012060442
93,0.0001613524
94,0.0005213965
95,-0.0012702778
96,33.001446
97,36.00213
98,0.00021012532
99,32.00167
100,36.00158
101,36.001526
102,-0.001166315
103,0.0005630462
104,0.0005619924
105,0.0008422549
106,0.0006393822
107,36.002903
108,0.000102133694
109,-0.001013535
110,0.00011688859
111,0.00055005006
112,21.001387
113,0.00064014096
114,0.00076801545
115,36.002945
116,0.0001613524
117,36.001934
118,0.00033509004
119,0.000116178824
120,36.00168
121,-0.0009887881
122,0.00068020413
123,36.002666
124,0.000110681634
125,6.0008097
126,0.00023773925
127,8.613108e-05
128,0.0001309624
129,0.0001613524
130,35.001575
131,0.0003800925
132,0.0001613524
133,18.00132
134,33.001545
135,0.00060030527
136,36.001774
137,1.0011678
138,30.00142
139,0.0001613524
140,-0.0012499087
141,21.001307
142,-0.0015273478
143,36.002518
144,-0.0015273478
145,9.57913e-05
146,0.0002831425
147,0.000107995445
148,13.000944
149,0.0002933891
150,-0.0012915867
151,-0.0012697019
152,0.0002505933
153,0.0005515906
154,36.00384
155,36.00319
156,1.0008419
157,0.00012292329
158,0.0006301568
159,0.00011375857
160,0.001063322
