id,score
0,-0.0011889471
1,0.00025106355
2,-0.0007736293
3,0.00025555285
4,1.0014389
5,12.002323
6,0.00061950315
7,12.002962
8,-0.00070496707
9,0.00087641814
10,0.0007064121
11,12.001916
12,12.001872
13,1.0008601
14,0.00028422812
15,0.0006752673
16,-0.00050606433
17,12.002279
18,0.0002890919
19,0.0006856005
20,12.002759
21,0.00047123668
22,0.00037367977
23,0.0005529793
24,10.002131
25,0.0004083295
26,0.00034240386
27,-0.00049400015
28,12.002528
29,0.001448078
30,0.00021523987
31,7.001605
32,12.003931
33,0.00043105878
34,12.001859
35,12.002058
36,0.00066154986
37,-0.0004669449
38,0.00024209655
39,12.002403
40,1.0013907
41,0.0010557373
42,0.00060799165
43,11.001933
44,12.002473
45,0.0011952114
46,-0.00046830272
47,1.0014482
48,0.00032701157
49,0.0002890919
50,0.0013144946
51,0.0012945563
52,0.0010420225
53,12.002461
54,6.001593
55,0.0014433725
56,0.00046115767
57,3.0014305
58,0.0008744757
59,0.00059869536
60,0.0008050557
61,0.0002912999
62,0.0007276839
63,0.0002890919
64,0.00032586843
65,0.00058085995
66,3.001224
67,2.0012932
68,0.0002455377
69,0.0005132613
70,0.0002890919
71,0.0009978035
72,0.0005625575
73,-0.0009030503
74,0.0007000538
75,0.00024490614
76,0.0002890919
77,0.0011289178
78,12.0034275
79,12.002859
80,0.00027278208
81,-0.0007852933
82,-0.00035830514
83,0.00058745337
84,0.0007438522
85,0.0004077515
86,0.0002890919
87,0.0010089424
88,0.001128334
89,12.002929
90,0.00090194016
91,0.0012778726
92,-0.0007339349
93,0.0002890919
94,0.00081677485
95,-0.0007950205
96,11.001799
97,12.002336
98,0.00029004243
99,7.001747
100,12.001933
101,12.001875
102,-0.00069900946
103,0.0007545286
104,0.00091088493
105,0.0011378397
106,0.00093104545
107,12.0031395
108,0.00026018338
109,-0.00052535447
110,0.0002328805
111,0.0010902286
112,3.0014887
113,0.0009919282
114,0.0011077143
115,12.003177
116,0.0002890919
117,12.002283
118,0.0006116094
119,0.0002458587
120,12.001982
121,-0.00049331464
122,0.0010174174
123,12.003006
124,0.0002442831
125,4.0010624
126,0.00054314267
127,0.0003629048
128,0.00027117008
129,0.0002890919
130,12.001892
131,0.0006094455
132,0.0002890919
133,3.0013971
134,12.001785
135,0.0008175039
136,12.002053
137,1.001513
138,8.001645
139,0.0002890919
140,-0.0007884114
141,3.0015187
142,-0.0011889471
143,12.002689
144,-0.0011889471
145,0.0003136127
146,0.00047519698
147,0.00026163954
148,4.0011864
149,0.000542654
150,-0.0008268704
151,-0.0007954009
152,0.00037245135
153,0.0008171391
154,12.004166
155,12.003555
156,0.0009811798
157,0.00033000225
158,0.0008190037
159,0.0002292603
160,0.0013466428
161,0.00079151156
162,12.002319
163,12.002501
164,12.002338
165,0.0010517215
166,0.0012248096
167,0.00053637254
168,0.0002890919
169,0.0007094232
170,0.0002890919
171,0.00081300543
172,0.0002890919
173,0.0008354859
174,0.0008442564
175,0.00037061065
176,0.0002773768
177,8.001723
