id,score
0,-3.1961224
1,0.00045780838
2,-3.2039032
3,-0.00028076457
4,0.07631348
5,0.21043219
6,0.040683553
7,0.24199757
8,-3.2336676
9,0.03036449
10,0.032240134
11,0.12306947
12,0.08682648
13,0.026333978
14,0.0013727598
15,0.032435946
16,-3.170572
17,0.18171509
18,0.0
19,0.036170516
20,0.25671828
21,0.010195087
22,0.0050487714
23,0.0025465067
24,0.14499687
25,0.0059401547
26,0.0037691628
27,-3.180257
28,0.15548101
29,0.074990146
30,0.0006520716
31,0.08921496
32,0.31402814
33,0.018618174
34,0.15149757
35,0.14802936
36,-0.042800494
37,-3.1628006
38,0.00032661055
39,0.17105632
40,0.10091203
41,0.044511538
42,0.009155427
43,0.10251945
44,0.14217265
45,0.038986046
46,-3.1990747
47,0.058367673
48,0.007662506
49,0.0
50,0.06865841
51,0.04862228
52,0.05534636
53,0.19929239
54,0.10955855
55,0.0835486
56,0.009524166
57,0.09660186
58,0.04706615
59,0.013546247
60,0.041262317
61,0.006986837
62,0.01717859
63,0.0
64,0.0031094172
65,0.028028639
66,0.09972817
67,0.086887494
68,0.0019652448
69,0.010265283
70,0.0
71,0.03581033
72,0.024715811
73,-3.2003376
74,0.045058813
75,0.0006342941
76,0.0
77,0.043548796
78,0.3414179
79,0.22906227
80,0.0011800409
81,-3.267301
82,-3.1512444
83,0.023185259
84,0.017998755
85,0.004679186
86,0.0
87,0.038557377
88,0.042949397
89,0.20139012
90,-0.053749986
91,0.06686891
92,-3.2171962
93,0.0
94,0.043011863
95,-3.326106
96,0.12146122
97,0.20578429
98,0.01074267
99,0.17204763
100,0.12920874
101,0.116778806
102,-3.180055
103,0.044360194
104,0.031093879
105,0.03781637
106,0.08074314
107,0.3086272
108,0.00086363364
109,-3.1637273
110,0.00097418047
111,-2.9461792
112,0.14440763
113,0.051978767
114,0.063975655
115,0.3129601
116,0.0
117,0.14263898
118,0.016919201
119,0.0015830484
120,0.13436233
121,-3.1872675
122,0.034852494
123,0.22540863
124,0.00034741225
125,0.07495763
126,0.00212481
127,0.0020334974
128,0.0007630887
129,0.0
130,0.13199192
131,0.0022934508
132,0.0
133,0.12446547
134,0.105825566
135,0.03323678
136,0.17178583
137,0.080402516
138,0.11113396
139,0.0
140,-3.2077947
141,0.11760497
142,-3.1961224
143,0.20391603
144,-3.1961224
145,0.0017634032
146,0.01407859
147,0.0019404051
148,-0.16303106
149,0.015006511
150,-3.3808286
151,-3.2650344
152,0.004603936
153,0.03801673
154,0.38578385
155,0.26137698
156,0.073433824
157,0.008153948
158,0.03908718
159,0.0034637726
160,0.07715229
161,0.018917607
162,0.20718917
163,0.2107892
164,0.14219885
165,0.033366263
166,0.05344686
167,8.9110625e-05
168,0.0
169,0.024276609
170,0.0
171,0.043005295
172,0.0
173,0.013324301
174,0.049111113
175,0.010361049
176,0.00203626
177,0.119392686
178,0.0006206825
179,0.012581102
180,0.05280017
181,0.012864248
182,0.0
183,0.031157637
184,0.022691661
185,0.02522678
186,0.0013014341
187,0.01842841
188,0.006701659
189,0.03547957
190,0.027269172
191,0.05943786
192,-3.1854892
193,-3.1593802
194,0.11076608
195,0.064779185
196,0.026925586
197,0.15279175
198,0.0019941244
199,0.028460778
200,0.03452671
201,0.03521988
202,0.0013219459
203,0.041995097
204,0.034366086
205,-3.1961224
206,0.00017405336
207,-0.00028200497
208,0.031768106
209,0.0
210,0.011830345
211,-3.1777062
212,0.1434204
213,0.0017194261
214,-3.1961224
215,0.02141731
216,0.015108796
217,0.007971947
218,0.16138373
219,0.0657546
220,0.3638081
221,-3.1822712
222,0.06433749
223,0.12899593
224,-3.195071
225,0.069352835
226,0.0018608719
227,0.017249357
228,0.24948138
229,0.0
230,0.06861755
231,0.030529601
232,0.043061264
233,0.05739041
234,0.04479156
235,0.0035839507
236,0.028056009
237,0.1597764
238,-0.010806382
239,0.011038644
240,0.002975631
241,0.041581962
242,0.039238583
243,0.00034366373
244,0.018418381
245,0.17203917
246,0.0052298424
247,0.016522894
248,0.008034179
249,0.08954734
250,0.017786004
251,0.025454178
252,-3.1886146
253,0.002219514
254,0.0011383253
255,0.08341556
256,-0.00027682283
257,0.003468473
258,0.021211874
259,0.30320033
260,0.042398684
261,0.0
262,0.04750678
263,0.0
264,0.038154025
265,-3.3373795
266,0.020254636
267,-3.3246086
268,0.021326374
269,-3.1961224
270,0.0
271,0.06881854
272,0.04121678
273,0.006169257
274,0.042816024
275,0.11702359
276,0.026089754
277,0.008560605
278,0.016025988
279,0.0008522313
280,0.03515382
281,0.0040059355
282,0.015617385
283,0.0032087436
284,-3.1811013
285,0.19653362
286,0.00018801459
287,0.045384835
288,-0.11212129
289,-3.183974
290,0.022483004
291,0.03898607
292,0.1551324
293,0.00015017112
294,0.11517421
295,0.17180707
296,0.17105058
297,0.0027790468
298,-0.070663184
299,0.0
300,0.0059259185
301,0.015942486
302,-3.2712214
303,-0.05962442
304,0.0721058
305,0.0139405895
306,0.3371556
307,0.07673289
308,0.013642124
309,0.05930532
310,0.37577266
311,0.0020813474
312,0.008512274
313,0.0017748161
314,0.061615508
315,0.112785764
316,0.074042305
317,0.19184428
318,-3.1961224
319,0.118577085
320,0.0009396506
321,0.2230131
322,0.042135153
323,0.0064473404
324,-3.1800458
325,0.10658747
326,0.34145966
327,0.14532761
328,-3.1865127
329,0.07396301
330,0.2704759
331,-3.2335467
332,0.12350019
333,0.00059065165
334,0.105728805
335,0.008277606
336,0.0012181854
337,0.0
338,0.02832851
339,0.3737171
340,-0.0018243641
341,-3.240664
342,0.21931323
343,-3.2418027
344,-3.2735415
345,0.066677645
346,0.028376915
347,-3.2705867
348,0.22042555
349,0.0
350,-3.1333723
351,-0.00028140057
352,0.11391075
353,0.035429087
354,0.32042888
355,0.012617052
356,0.4478945
357,0.0015572208
358,0.002557201
359,0.002098457
360,0.24113451
361,-3.1961224
362,0.00013927104
363,-3.1184695
364,0.11118605
365,0.0030527052
366,-3.2485666
367,0.00012719353
368,0.0493672
369,0.0040543326
370,0.0035521486
371,0.026811773
372,0.0069996715
373,0.039425936
374,0.024227217
375,0.020051843
376,0.015669936
377,0.00842519
378,0.10120566
379,0.37545
380,0.19020507
381,0.018496243
382,0.039912187
383,0.030914756
384,-3.218128
385,-0.04291261
386,0.27287418
387,0.20259663
388,0.0026909537
389,0.0935031
390,0.0
391,-3.1597803
392,0.0
393,0.0033842975
394,-3.2213
395,0.0
396,0.06843302
397,-0.012717191
398,-3.2667644
399,0.0790394
400,0.0
401,0.0
402,0.0030159838
403,0.0043897503
404,-3.1713727
405,0.33376542
406,0.16137093
407,0.03722755
408,-3.227223
409,0.16370301
410,0.37641308
411,-0.00027737857
412,0.002511423
413,0.0
414,0.01905647
415,0.20119189
416,0.00032865768
417,0.04003814
418,0.0013112949
419,0.0017537887
420,0.004231073
421,0.00439625
422,0.13488546
423,0.008148226
424,0.3394483
425,0.30163553
426,-3.1961224
427,0.057213742
428,0.22909017
429,0.06632207
430,0.08109545
431,0.002481099
432,3.7035534e-05
433,0.0
434,0.02308641
435,0.20750171
436,0.04686014
437,-3.1549292
438,-3.2461023
439,0.004914998
440,-2.9129853
441,0.0
442,-3.2325122
443,-0.0002877447
444,-0.0002770039
445,0.032636154
446,0.14619005
447,0.0022120138
448,-3.164173
449,-3.1961224
450,-3.1701841
451,0.01528388
452,0.017485684
453,-0.00028066893
454,0.029100927
455,0.26312026
456,0.43376395
457,0.008387444
458,-3.1997519
459,0.06558626
460,0.052869897
461,-3.2731495
462,-3.082882
463,0.19094099
464,0.0
465,0.00022588516
466,0.036073558
467,0.10972311
468,0.0131170815
469,7.2449344e-05
470,0.13582844
471,0.1585893
472,0.0013602392
473,0.0
474,-0.21396567
475,0.0028328698
476,0.0025383614
477,0.15245028
478,0.15902466
479,0.039189655
480,0.06768281
481,0.022408009
482,-0.028282408
483,0.0021599445
484,0.44973865
485,0.106353775
486,0.042679455
487,0.0
488,-2.9607897
489,0.036221594
490,0.0
491,0.23357251
492,0.012627532
493,-0.019023523
494,0.0
495,0.054554068
496,0.012189629
497,0.16553906
498,0.029397216
499,0.0010210312
500,0.0
501,0.024393884
502,0.06620687
503,0.10464143
504,-3.147624
505,0.0041484986
506,0.066160634
507,0.09937534
508,0.082523555
509,0.1685033
510,0.27786103
511,-0.01110464
512,0.031302813
513,0.008459557
514,0.035336383
515,0.28199965
516,0.00592336
517,-3.1084635
518,0.084954076
519,0.122312024
520,-0.04247639
521,0.00071145286
522,-3.2547321
523,0.026653111
524,-0.008911766
525,-3.2222013
526,0.013568711
527,0.008648395
528,0.052836288
529,0.039043356
530,0.0030885993
531,-3.2240634
532,0.16278635
533,0.031230172
534,0.110125266
535,0.0
536,0.1894704
537,0.03913858
538,0.010130145
539,0.04670311
540,0.057780758
541,0.12986256
542,0.0063985996
543,0.052414577
544,0.16179802
545,-3.1961224
546,0.0036699895
547,0.019127334
548,-3.1689963
549,0.041928668
550,-3.1880794
551,0.16584247
552,0.013581366
553,0.0
554,7.737559e-05
555,-3.164007
556,0.0
557,0.0020993592
558,0.046271738
559,0.08914537
560,0.0015294343
561,0.0019967018
562,0.0
563,0.12189015
564,0.2876899
565,0.00471642
566,-3.1446118
567,0.33998117
568,0.011566495
569,0.16035622
570,0.05201857
571,0.20748754
572,0.26150435
573,0.012015263
574,0.014378691
575,0.13190253
576,0.0
577,0.023848262
578,0.21651088
579,0.015526473
580,0.16451135
581,0.051802475
582,0.13572906
583,0.00042955767
584,0.03138419
585,0.3645839
586,0.052914347
587,0.10937137
588,0.009057623
589,0.12406351
590,0.04110558
591,0.22922154
592,-3.2028925
593,0.01756273
594,0.26963556
595,0.13039717
596,0.08699548
597,0.109333456
598,-3.245232
599,0.00081523554
600,0.0
601,0.034412812
602,-3.1792448
603,0.012255304
604,0.042374708
605,-3.1603365
606,0.1426521
607,0.014588908
608,0.013432055
609,0.056259092
610,0.038584143
611,0.006423698
612,-3.1961224
613,0.04357096
614,-3.179387
615,0.040223405
616,0.045787327
617,-3.1961224
618,-3.1961224
619,0.0021730517
620,0.16479766
621,0.18572453
622,0.019902766
623,0.0
624,0.16865246
625,0.24379894
626,-3.190926
627,-5.637573e-05
628,0.0033078587
629,0.05006255
630,0.1165844
