id,score
0,-0.0013993413
1,0.00016180679
2,-0.0011221784
3,0.000113871094
4,0.0009956963
5,18.00199
6,0.00022763702
7,18.002714
8,-0.0010807528
9,0.00067910383
10,0.00027544977
11,16.001749
12,18.001568
13,1.0006576
14,0.00018521954
15,0.00034338492
16,-0.0008692916
17,18.001926
18,0.00011775205
19,0.0003410439
20,18.002422
21,-2.660039e-05
22,8.02314e-05
23,0.00026205508
24,14.001607
25,-4.9504182e-05
26,4.9226932e-05
27,-0.000863159
28,18.002214
29,0.0010638072
30,3.415059e-05
31,11.001378
32,18.00367
33,0.00020608063
34,17.001684
35,18.001831
36,0.00033543067
37,-0.00083022297
38,0.00023358279
39,18.00207
40,9.001106
41,0.00073286024
42,0.00025128145
43,17.001516
44,18.001997
45,0.0006841628
46,-0.00084618985
47,0.0010501418
48,0.00028740847
49,0.00011775205
50,1.0008763
51,0.0009680766
52,0.00066034804
53,18.002203
54,12.001279
55,0.0010957305
56,0.00019988084
57,3.0010574
58,1.000746
59,0.0002914062
60,0.00050118304
61,0.00020851383
62,0.00032624454
63,0.00011775205
64,4.7481484e-05
65,0.00022455113
66,3.000993
67,8.001111
68,0.00014015338
69,0.00018757895
70,0.00011775205
71,0.0007384209
72,0.00036828694
73,-0.0012224205
74,0.00043147677
75,2.1784024e-05
76,0.00011775205
77,0.0007552821
78,18.003235
79,18.002586
80,5.9333015e-05
81,-0.0011702407
82,-0.00072471774
83,0.00028918934
84,0.00016686122
85,0.000111418245
86,0.00011775205
87,0.000559736
88,0.0005052103
89,18.002588
90,0.0003714086
91,0.00088815996
92,-0.0010965788
93,0.00011775205
94,0.0003669657
95,-0.0011985805
96,18.00148
97,18.001925
98,6.70506e-05
99,15.0015745
100,18.001562
101,18.001486
102,-0.0010426618
103,0.00036854457
104,0.00070147956
105,0.0008069771
106,0.0007120989
107,18.003006
108,1.5169396e-05
109,-0.00088231167
110,1.42566305e-05
111,0.0008019316
112,10.0013075
113,0.0005681245
114,7.00097
115,18.002937
116,0.00011775205
117,18.001928
118,0.0002722928
119,0.0002318243
120,18.001566
121,-0.00086535636
122,0.0006547166
123,18.002731
124,2.145517e-05
125,1.0007067
126,0.0004072927
127,0.00018317021
128,6.182254e-05
129,0.00011775205
130,17.001429
131,0.00032686087
132,0.00011775205
133,8.001213
134,17.001421
135,0.00056510064
136,18.001759
137,3.0011058
138,8.001278
139,0.00011775205
140,-0.0011373434
141,8.001142
142,-0.0013993413
143,18.002459
144,-0.0013993413
145,4.7367674e-05
146,0.00017093419
147,1.6128895e-05
148,4.000858
149,0.0001925858
150,-0.0012364158
151,-0.0011783188
152,-5.162829e-05
153,0.0004624677
154,18.003922
155,18.003159
156,0.0007180691
157,0.00017662879
158,0.00048032365
159,0.00013134028
160,0.0009584096
161,0.00048575818
162,18.002062
163,18.002132
164,18.0019
165,0.00071095297
166,0.0008402024
167,0.0002727622
168,0.00011775205
169,1.0006382
170,0.00011775205
171,0.0003703711
172,0.00011775205
173,0.0004946193
174,0.0004826183
175,5.8854785e-05
176,5.7382476e-05
177,11.001277
178,1.6989477e-05
179,0.00044205593
180,0.0005110979
181,0.00019666414
182,0.00011775205
183,0.00042289024
184,8.836566e-05
185,0.00035950722
186,3.2467462e-05
187,0.00031423345
188,2.5585752e-05
189,0.00043622658
190,0.00037594736
191,9.00106
192,-0.0010816612
193,-0.0006722084
194,7.0011806
195,0.0004394202
196,2.028382e-05
197,18.001822
198,-2.8475135e-05
199,0.0005832004
200,0.00062265655
201,0.00036932973
202,-2.0319794e-05
203,2.0008273
204,0.00028677564
205,-0.0013993413
206,0.00017035968
207,0.00014624253
208,0.0005231577
209,0.00011775205
210,0.00025150002
211,-0.0010149118
212,18.001514
213,-4.036825e-05
214,-0.0013993413
215,0.00030228865
216,0.00017770153
217,6.823428e-05
218,17.001617
219,0.0009437056
220,18.003431
221,-0.0010435509
222,0.00061156246
223,18.001503
224,-0.0010395931
225,2.0009356
226,0.0005993955
227,0.00036373662
228,18.002293
229,0.00011775205
230,0.00080824277
231,0.00022447103
232,0.0005582956
233,0.0007231534
234,0.00046959802
235,0.00020798552
236,0.000528942
237,16.001778
238,0.0006582033
239,6.3997126e-05
240,0.00014539988
241,1.0007728
242,0.0006761173
243,0.0002797098
244,8.257146e-05
245,18.00235
246,0.00022206407
247,0.00017959076
248,0.00027111406
249,10.00128
250,0.00022302866
251,0.0001293006
252,-0.0010877576
253,7.062542e-05
254,5.9547772e-05
255,0.00094056583
256,0.0002928061
257,0.00013587413
258,0.00043352475
259,18.002409
260,0.0007331876
261,0.00011775205
262,0.0005983433
263,0.00011775205
264,0.00030153268
265,-0.0012056379
266,0.00053108204
267,-0.0011976532
268,0.0005732724
269,-0.0013993413
270,0.00011775205
271,8.001285
272,0.00069190806
273,-4.7045753e-05
274,0.00022292271
275,8.001281
276,0.00022000534
277,9.772746e-05
278,0.00024583796
279,0.00016625384
280,0.00072409416
281,6.0239865e-05
282,0.00041007437
283,5.8200265e-05
284,-0.0010580464
285,18.001926
286,5.8344922e-05
287,0.0006837727
288,0.0003281634
289,-0.0010790873
290,0.0004877728
291,0.00048061955
292,17.001678
293,5.889387e-05
294,7.001138
295,18.002579
296,18.00208
297,-4.0199928e-05
298,0.000261053
299,0.00011775205
300,6.6566055e-05
301,0.00028554074
302,-0.0011785667
303,0.00028051177
304,9.001141
305,0.00044726155
306,18.003462
307,0.00024454106
308,0.0003273681
309,0.0002979851
310,18.003958
311,1.7958264e-05
312,0.00022621057
313,0.00025661534
314,11.001175
315,5.00114
316,0.00062060583
317,18.00194
318,-0.0013993413
319,7.001185
320,3.4405915e-05
321,18.002823
322,0.00068595936
323,0.0003991284
324,-0.0008900556
325,18.001534
326,18.003452
327,17.001568
328,-0.0007321684
329,9.001206
330,18.002338
331,-0.0010779188
332,18.001812
333,3.32593e-05
334,18.001814
335,0.00020380544
336,-2.8117562e-05
337,0.00011775205
338,0.0004786631
339,18.0032
340,0.0006382105
341,-0.0011837498
342,18.002716
343,-0.00077298353
344,-0.0011788616
345,3.0010886
346,0.00038071632
347,-0.0011702316
348,18.002163
349,0.00011775205
350,0.00019869705
351,0.00011963071
352,10.001273
353,0.0005627298
354,18.003143
355,0.0006181799
356,18.004456
357,1.9966583e-05
358,1.5075931e-05
359,0.00023896906
360,18.002472
361,-0.0013993413
362,5.9002174e-05
363,-0.00049632846
364,13.001356
365,0.0002521527
366,-0.0011816289
367,6.1205865e-05
368,0.00062040146
369,0.00024130664
370,8.7051696e-05
371,0.0006739833
372,0.0006123898
373,0.00051109906
374,0.00021808853
375,0.0003128372
376,3.366808e-05
377,-1.7642855e-05
378,5.001143
379,18.00386
380,18.002214
381,0.00021482272
382,0.00078572205
383,0.00017728344
384,-0.0011894996
385,0.00028121498
386,18.00268
387,18.002155
388,0.00019496077
389,5.0011535
390,0.00011775205
391,-0.0008093438
392,0.00011775205
393,0.00020116144
394,-0.0009366617
395,0.00011775205
396,2.0009432
397,0.0005629205
398,-0.0011573777
399,2.0009983
400,0.00011775205
401,0.00011775205
402,0.00014630007
403,0.0004778989
404,-0.0008155026
405,18.003462
406,18.002216
407,0.00060159405
408,-0.0011645212
409,13.001472
410,18.00401
411,0.0002508734
412,0.0001737364
413,0.00011775205
414,0.00014605114
415,18.002441
416,0.0002804582
417,0.00061544887
418,5.880873e-05
419,1.3443723e-05
420,0.0002457846
421,0.00017217368
422,11.001342
