id,score
0,-0.0013959514
1,3.4796063e-05
2,-0.0010971577
3,2.4505931e-05
4,0.0010473442
5,29.002048
6,0.00019220621
7,29.002796
8,-0.0010584627
9,0.00058891624
10,0.00036380833
11,25.001596
12,29.001614
13,1.0006667
14,0.00022107376
15,0.00043665772
16,-0.00084294006
17,29.001984
18,0.00019088172
19,0.0004493039
20,29.002485
21,5.0923736e-05
22,0.0001278259
23,0.00038009832
24,22.001654
25,0.00012626527
26,7.327962e-05
27,-0.00083811017
28,29.002157
29,0.0011331182
30,0.00011650293
31,12.001317
32,29.003696
33,0.00034247214
34,26.001625
35,29.001856
36,0.00042783224
37,-0.0008035388
38,0.0003322662
39,29.00204
40,6.001056
41,0.0008298549
42,0.0003324344
43,24.001568
44,29.002071
45,0.000777528
46,-0.00082459254
47,0.0011529727
48,0.00035053192
49,0.00019088172
50,0.0010456126
51,0.00095164665
52,0.0005941419
53,29.002197
54,21.001368
55,0.0011244563
56,0.00020299756
57,3.0011377
58,1.0006078
59,0.00032163103
60,0.0005730644
61,0.00012369399
62,0.00026231143
63,0.00019088172
64,8.655979e-05
65,0.00018559722
66,3.000994
67,4.0009356
68,0.0001396286
69,0.00021089561
70,0.00019088172
71,1.0006793
72,0.0004323995
73,-0.0011994119
74,0.0006014488
75,2.748754e-05
76,0.00019088172
77,0.0007834479
78,29.003315
79,29.002571
80,0.00017066638
81,-0.0011505103
82,-0.0006988387
83,0.00040851286
84,0.00037441825
85,0.00014195264
86,0.00019088172
87,0.00054930744
88,0.0005792201
89,29.002634
90,0.0005174862
91,0.000885152
92,-0.0010726034
93,0.00019088172
94,0.0004973837
95,-0.0011882599
96,29.001549
97,29.002108
98,0.00018907018
99,23.001568
100,29.001627
101,29.00152
102,-0.001016126
103,0.00049659685
104,0.0006037585
105,0.0009009989
106,0.00069389
107,29.002989
108,-2.5882551e-05
109,-0.0008551815
110,1.8223665e-05
111,0.0007950788
112,12.001323
113,0.00064050517
114,1.0007865
115,29.003057
116,0.00019088172
117,29.001982
118,0.00025118326
119,0.0003425122
120,29.00165
121,-0.00084131456
122,0.0006324394
123,29.002743
124,7.027002e-06
125,2.0005753
126,0.0004168683
127,6.6369976e-05
128,0.00016937328
129,0.00019088172
130,29.001537
131,0.00042046863
132,0.00019088172
133,13.001265
134,24.001493
135,0.00069498946
136,29.001846
137,4.0012126
138,21.001379
139,0.00019088172
140,-0.0011125787
141,18.001305
142,-0.0013959514
143,29.002308
144,-0.0013959514
145,8.48321e-05
146,0.00025304308
147,1.5713036e-05
148,6.000897
149,0.0002669073
150,-0.0012371917
151,-0.0011581543
152,9.809868e-05
153,0.00051959505
154,29.003973
155,29.003212
156,2.000897
157,0.00011383806
158,0.0005149029
159,7.367068e-05
160,0.0010645264
161,0.00049276516
162,29.00209
163,29.002176
164,29.001926
165,0.00072812877
166,0.0008611741
167,0.00036340088
168,0.00019088172
169,6.0008
170,0.00019088172
171,0.0005929749
172,0.00019088172
173,0.00048609628
174,0.00055942405
175,4.359665e-05
176,0.00017479104
177,12.001249
178,-7.3417277e-06
179,0.000538013
180,0.0005897349
181,0.00023709911
182,0.00019088172
183,0.0004882239
184,0.00017338888
185,0.0003785277
186,0.00012332141
187,0.00030938257
188,8.641552e-06
189,0.00047498266
190,0.00042969282
191,6.001
192,-0.0010555682
193,-0.00064946536
194,18.001314
195,0.0004914718
196,0.00018174798
197,29.001793
198,5.075034e-05
199,0.00072586286
200,0.0006490882
201,0.0005739557
202,0.00019886604
203,1.0006862
204,0.00043478425
205,-0.0013959514
206,3.1872027e-05
207,-9.4927345e-06
208,0.0005552221
209,0.00019088172
210,0.00031684444
211,-0.0009882051
212,28.001604
213,3.855861e-05
214,-0.0013959514
215,0.00034695366
216,0.00026310672
217,0.0001202369
218,25.00164
219,0.0010041653
220,29.003235
221,-0.0010171462
222,0.00070229353
223,27.001553
224,-0.0010140919
225,1.0009278
226,0.0005550235
227,0.00023860032
228,29.002457
229,0.00019088172
230,0.00078147155
231,0.00020348355
232,0.00061913667
233,0.00082472834
234,0.00058707513
235,0.00023548529
236,0.0006081864
237,26.001713
238,1.0006061
239,6.1603816e-05
240,8.3559125e-06
241,4.000691
242,0.00054483913
243,0.00037088705
244,0.00013986528
245,29.002417
246,0.00024541267
247,0.00027257344
248,0.00038913917
249,15.001319
